315
[174Yb]+	173.93831	173.76169	174.11493
[174Hf]+	173.93950	173.76288	174.11612
[175Lu]+	174.94022	174.76265	175.11778
[176Hf]+	175.94086	175.76234	176.11938
[176Yb]+	175.94202	175.76350	176.12054
[176Lu]+	175.94214	175.76363	176.12067
[177Hf]+	176.94267	176.76320	177.12215
[178Hf]+	177.94315	177.76273	178.12357
[179Hf]+	178.94527	178.76389	179.12665
[180Hf]+	179.94600	179.76367	180.12833
[180W]+	179.94617	179.76384	180.12849
[180Ta]+	179.94691	179.76459	180.12924
[181Ta]+	180.94745	180.76416	181.13074
[182W]+	181.94766	181.76341	182.13190
[183W]+	182.94968	182.76448	183.13487
[184W]+	183.95038	183.76422	184.13654
[184Os]+	183.95193	183.76578	184.13809
[185Re]+	184.95241	184.76530	185.13953
[186Os]+	185.95329	185.76521	186.14136
[186W]+	185.95383	185.76576	186.14191
[187Re]+	186.95520	186.76617	187.14423
[187Os]+	186.95520	186.76617	187.14423
[188Os]+	187.95529	187.76530	188.14528
[189Os]+	188.95760	188.76665	189.14856
[190Os]+	189.95790	189.76598	190.14983
[190Pt]+	189.95938	189.76746	190.15131
[191Ir]+	190.96005	190.76717	191.15292
[192Pt]+	191.96049	191.76665	192.15433
[192Os]+	191.96094	191.76711	192.15479
[193Ir]+	192.96239	192.76758	193.15720
[194Pt]+	193.96213	193.76636	194.15790
[195Pt]+	194.96423	194.76749	195.16096
[196Pt]+	195.96440	195.76669	196.16209
[196Hg]+	195.96529	195.76758	196.16299
[197Au]+	196.96602	196.76735	197.16469
[198Hg]+	197.96622	197.76659	198.16586
[198Pt]+	197.96735	197.76772	198.16699
[199Hg]+	198.96773	198.76712	199.16833
[200Hg]+	199.96777	199.76620	200.16934
[201Hg]+	200.96976	200.76723	201.17230
[202Hg]+	201.97009	201.76659	202.17360
[203Tl]+	202.97180	202.76732	203.17628
[204Pb]+	203.97250	203.76704	204.17795
[204Hg]+	203.97295	203.76749	204.17841
[205Tl]+	204.97388	204.76746	205.18031
[206Pb]+	205.97392	205.76653	206.18132
[207Pb]+	206.97536	206.76698	207.18373
[208Pb]+	207.97610	207.76675	208.18544
[209Bi]+	208.97984	208.76952	209.19016
[220Bkg]+	220.00000	219.77893	220.22107
[232Th]+	232.03751	231.80464	232.27039
[234U]+	234.04041	233.80557	234.27525
[235U]+	235.04338	234.80756	235.27921
[238U]+	238.05025	237.81146	238.28905
ThO+	248.03242	247.78378	248.28105
UO+	254.04515	253.79057	254.29971
